	Z:\musculoskeletal_gait\align test\New Session\move01.c3d	Z:\musculoskeletal_gait\align test\New Session\move01.c3d	Z:\musculoskeletal_gait\align test\New Session\move01.c3d
	frame	frame	frame
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z
713	-3.111142	12.979974	-134.790787
714	-2.935611	12.339888	-133.891724
715	-2.880875	11.661076	-132.794449
716	-2.692299	10.872706	-131.744308
717	-2.576984	10.191879	-130.713623
718	-2.282696	9.479474	-129.752808
719	-2.095275	8.726021	-128.682541
720	-1.869185	8.072667	-127.776474
721	-1.601878	7.398364	-126.810768
722	-1.348038	6.778522	-125.888382
723	-1.030147	6.220605	-125.080994
724	-0.918114	5.596564	-124.022491
725	-0.729725	5.076491	-123.125816
726	-0.643227	4.671805	-122.320877
727	-0.679271	4.202965	-121.373749
728	-0.658605	3.838552	-120.546516
729	-0.744926	3.512562	-119.763069
730	-0.880779	3.201935	-118.945724
731	-1.016025	2.960076	-118.095215
732	-1.185000	2.755426	-117.347298
733	-1.157581	2.512113	-116.680153
734	-1.285707	2.240836	-115.874313
735	-1.287830	2.006640	-115.152344
736	-1.225881	1.734290	-114.393181
737	-1.092462	1.587802	-113.865372
738	-0.781182	1.278711	-113.139412
739	-0.443666	0.914255	-112.363678
740	-0.017059	0.715260	-111.707970
741	0.296171	0.491164	-111.107056
742	0.615499	0.319928	-110.558174
743	0.873343	0.139898	-109.830833
744	1.105108	0.014626	-109.229912
745	1.265424	-0.039313	-108.649231
746	1.224733	-0.091574	-108.022713
747	1.229604	-0.034386	-107.508163
748	1.092415	-0.006879	-106.894661
749	0.951437	0.003430	-106.372734
750	0.852790	0.137386	-105.895241
751	0.643370	0.194167	-105.416313
752	0.451066	0.264883	-105.088570
753	0.117246	0.323462	-104.532928
754	-0.137492	0.420935	-104.228828
755	-0.430600	0.444539	-103.880463
756	-0.635336	0.536130	-103.662689
757	-0.920959	0.560962	-103.428444
758	-1.094592	0.660808	-103.372162
759	-1.274184	0.715401	-103.257401
760	-1.400092	0.767842	-103.302299
761	-1.083731	0.923220	-103.612923
762	-1.375993	0.888813	-103.563202
763	-1.238029	0.934838	-103.829330
764	-1.064124	0.975069	-104.151566
765	-0.838047	1.077899	-104.620491
766	-0.588491	1.106084	-105.024033
767	-0.407633	1.171029	-105.643494
768	-0.262663	1.268972	-106.263306
769	-0.137273	1.360675	-106.992546
770	-0.144445	1.489111	-107.761375
771	-0.184922	1.637231	-108.626350
772	-0.257482	1.752065	-109.476067
773	-0.361057	1.990334	-110.543579
774	-0.456243	2.180059	-111.584099
775	-0.518507	2.393662	-112.717476
776	-0.595154	2.571344	-113.782036
777	-0.590544	2.778194	-114.997917
778	-0.574007	2.894404	-116.134407
779	-0.423877	3.038955	-117.423210
780	-0.269744	3.133158	-118.721313
781	-0.116444	3.182380	-119.996727
782	0.068877	3.131586	-121.301140
783	0.222040	3.186146	-122.731644
784	0.250587	3.126169	-124.078255
785	0.227665	3.111926	-125.497047
786	0.049698	3.116736	-126.883209
787	-0.119575	3.135037	-128.367737
788	-0.433740	3.258155	-129.848328
789	-1.017946	3.436560	-131.326675
790	-1.559673	3.766061	-132.848923
791	-2.261398	4.082966	-134.341721
792	-2.941380	4.417803	-135.832535
793	-3.539273	4.822691	-137.418533
794	-4.152462	5.190020	-138.994888
795	-4.747203	5.568522	-140.585861
796	-5.174733	5.950233	-142.249878
797	-5.641923	6.287657	-143.831757
798	-6.116564	6.684648	-145.532959
799	-6.484849	7.009730	-147.240341
800	-6.952885	7.373166	-148.934540
801	-7.305942	7.725260	-150.679047
802	-7.652847	7.992358	-152.449844
803	-7.957918	8.234833	-154.218460
804	-8.130470	8.343741	-156.017059
805	-8.321975	8.387705	-157.863373
806	-8.456479	8.357452	-159.714157
807	-8.486890	8.104424	-161.547302
808	-8.546906	7.809045	-163.470856
809	-8.576750	7.289517	-165.322693
810	-8.530020	6.613357	-167.218430
811	-8.543043	5.826781	-169.111481
812	-8.543431	4.903773	-170.958939
813	-8.598722	3.920624	-172.832153
814	-8.718817	2.957675	-174.708252
815	-8.911791	1.905727	-176.554642
816	-9.203860	0.923122	-178.380035
817	-9.605514	-0.028161	179.787323
818	-9.974309	-0.927779	177.991974
819	-10.423552	-1.698003	176.144562
820	-10.907202	-2.467779	174.307541
821	-11.473475	-3.108463	172.451172
822	-11.982099	-3.716224	170.694382
823	-12.632396	-4.160059	168.899139
824	-13.240510	-4.602140	167.152878
825	-13.822609	-4.925756	165.388885
826	-14.456394	-5.298143	163.644760
827	-15.116969	-5.661989	161.968445
828	-15.697622	-6.073001	160.347107
829	-16.331890	-6.554286	158.702484
830	-16.901863	-7.007339	157.095047
831	-17.571167	-7.357160	155.499741
832	-18.160755	-7.826072	153.965454
833	-18.707193	-8.143730	152.471924
834	-19.231316	-8.310682	150.971344
835	-19.660414	-8.527472	149.555710
836	-20.064512	-8.568224	148.158386
837	-20.319162	-8.476071	146.794983
838	-20.367924	-8.254794	145.447525
839	-20.356092	-7.883237	144.161285
840	-20.130869	-7.397435	142.944077
841	-19.825420	-6.867923	141.798660
842	-19.333864	-6.150744	140.638779
843	-18.788084	-5.541593	139.571213
844	-18.169092	-4.704136	138.482208
845	-17.493750	-4.030044	137.484772
846	-16.749372	-3.464502	136.521133
847	-15.992867	-2.840177	135.614334
848	-15.364121	-2.323197	134.726959
849	-14.600081	-1.839880	133.929337
850	-13.921184	-1.423000	133.172714
851	-13.248936	-1.000306	132.428558
852	-12.632938	-0.634336	131.779663
853	-12.029431	-0.318833	131.147003
854	-11.577610	-0.081032	130.642639
855	-11.099200	0.141912	130.139557
856	-10.701093	0.321631	129.723602
857	-10.382886	0.531662	129.359665
858	-10.101947	0.722893	129.044327
859	-9.833504	0.901835	128.792938
860	-9.683050	1.071273	128.595337
861	-9.546030	1.144891	128.467621
862	-9.479906	1.279203	128.360504
863	-9.470705	1.349617	128.325363
864	-9.539240	1.401425	128.364197
865	-9.655686	1.435748	128.441971
866	-9.827718	1.432042	128.557816
867	-10.031070	1.317744	128.719208
868	-10.182470	1.311762	128.888046
869	-10.420714	1.182272	129.150208
870	-10.688005	1.131666	129.414871
871	-10.929606	0.988597	129.728455
872	-11.095905	0.917629	130.097443
873	-11.241611	0.915672	130.469269
874	-11.337341	0.874907	130.868149
875	-11.371427	0.881497	131.350662
876	-11.405078	0.892663	131.864227
877	-11.382810	1.008796	132.411987
878	-11.298519	1.095505	132.988876
879	-11.195204	1.186998	133.680176
880	-11.107049	1.355121	134.405487
881	-10.961304	1.496023	135.172211
882	-10.825322	1.663363	135.998840
883	-10.723881	1.764738	136.892456
884	-10.667214	1.827904	137.824112
885	-10.632463	1.810818	138.804245
886	-10.588320	1.846815	139.842972
887	-10.538102	1.822673	140.924774
888	-10.414506	1.826411	142.077057
889	-10.332706	1.866992	143.260437
890	-10.175897	1.864153	144.457901
891	-9.954882	2.013049	145.687103
892	-9.748713	2.165405	146.976944
893	-9.482221	2.369082	148.298218
894	-9.200604	2.682100	149.634537
895	-8.880185	2.984040	151.030472
896	-8.572151	3.443892	152.425507
897	-8.287255	3.920410	153.859879
898	-8.031701	4.444039	155.315720
899	-7.872970	4.976159	156.834457
900	-7.738873	5.504430	158.300339
901	-7.658416	6.026776	159.787079
902	-7.697335	6.517313	161.318130
903	-7.856056	6.967865	162.801453
904	-8.063540	7.382503	164.292068
905	-8.377835	7.717672	165.765610
906	-8.752749	8.025705	167.207520
907	-9.177468	8.270277	168.606171
908	-9.658062	8.524120	169.926666
909	-10.175609	8.729994	171.238342
910	-10.764741	8.979247	172.480972
911	-11.421954	9.215981	173.693512
912	-12.109550	9.539781	174.847809
913	-12.903801	9.930028	175.954910
914	-13.760586	10.345096	177.051804
915	-14.643574	10.864984	178.032852
916	-15.617093	11.392408	179.001816
917	-16.654984	11.825392	179.928543
918	-17.694618	12.231946	-179.220474
919	-18.768490	12.512444	-178.429581
920	-19.894962	12.657788	-177.667374
921	-20.985514	12.653229	-176.962051
922	-22.097740	12.508965	-176.310257
923	-23.149624	12.213338	-175.739456
924	-24.204460	11.821774	-175.197968
925	-25.201595	11.300622	-174.680649
926	-26.170673	10.680123	-174.181595
927	-27.097399	10.110501	-173.760437
928	-27.979752	9.444160	-173.330826
929	-28.779644	8.764650	-172.943726
930	-29.597488	8.155510	-172.564774
931	-30.374445	7.490702	-172.188141
932	-31.074697	6.941635	-171.841293
933	-31.798697	6.477520	-171.517029
934	-32.466938	6.097640	-171.182678
935	-33.186359	5.850130	-170.820496
936	-33.854530	5.668204	-170.493561
937	-34.477924	5.495073	-170.114975
938	-35.091949	5.408610	-169.771545
939	-35.670685	5.297538	-169.413895
940	-36.276814	5.147358	-168.998810
941	-36.807323	5.014758	-168.598495
942	-37.320244	4.848177	-168.156006
943	-37.843723	4.680065	-167.699722
944	-38.294205	4.448767	-167.229202
945	-38.766708	4.206604	-166.731110
946	-39.243927	3.972413	-166.206253
947	-39.669170	3.713669	-165.675522
948	-40.098152	3.479160	-165.158676
949	-40.548466	3.206026	-164.614914
950	-40.972584	2.992322	-164.104813
951	-41.369450	2.791939	-163.605728
952	-41.804192	2.566355	-163.128204
953	-42.166016	2.288769	-162.690048
954	-42.516792	2.077108	-162.289291
955	-42.802597	1.759653	-161.935501
956	-43.087307	1.541267	-161.638947
957	-43.331898	1.293361	-161.393555
958	-43.584137	1.090076	-161.203598
959	-43.821774	0.942427	-161.073700
960	-44.050110	0.873440	-160.988770
961	-44.295288	0.853007	-160.968994
962	-44.554600	0.873047	-161.009476
963	-44.797501	0.923775	-161.088562
964	-44.990082	1.003029	-161.240067
965	-45.181534	1.063982	-161.420670
966	-45.397827	1.209803	-161.689270
967	-45.578625	1.330487	-161.975464
968	-45.690212	1.450036	-162.323532
969	-45.859272	1.592605	-162.693527
970	-46.017948	1.679583	-163.118607
971	-46.118717	1.728628	-163.572510
972	-46.236679	1.775594	-164.043289
973	-46.330093	1.828748	-164.576141
974	-46.397335	1.811135	-165.136658
975	-46.482311	1.776934	-165.713028
976	-46.609463	1.799283	-166.338501
977	-46.701576	1.683480	-166.973053
978	-46.792812	1.641811	-167.655930
979	-46.912689	1.507472	-168.347214
980	-47.010895	1.353762	-169.081726
981	-47.063408	1.111556	-169.815659
982	-47.139584	0.918882	-170.602753
983	-47.196499	0.635649	-171.410187
984	-47.199928	0.399292	-172.241852
985	-47.261814	0.123713	-173.096024
986	-47.298344	-0.083564	-173.984695
987	-47.333450	-0.312203	-174.879410
988	-47.341164	-0.463699	-175.811813
989	-47.378708	-0.558765	-176.783401
990	-47.392204	-0.617559	-177.775925
991	-47.404205	-0.682948	-178.802917
992	-47.337200	-0.690900	-179.856064
993	-47.299644	-0.667754	179.074997
994	-47.266232	-0.638242	177.968781
995	-47.205120	-0.518880	176.857758
996	-47.103989	-0.373756	175.705368
997	-47.017269	-0.192816	174.541534
998	-46.910435	-0.013110	173.338730
999	-46.789406	0.216467	172.118713
1000	-46.693501	0.434978	170.882996
1001	-46.573849	0.662748	169.629684
1002	-46.469913	0.827536	168.337494
1003	-46.399414	0.957746	167.032318
1004	-46.358543	1.106269	165.708344
1005	-46.353020	1.186572	164.357864
1006	-46.382332	1.218458	162.983353
1007	-46.461708	1.138519	161.623993
1008	-46.606003	1.003011	160.231949
1009	-46.806011	0.823104	158.837631
1010	-47.131363	0.534936	157.424988
1011	-47.493362	0.211997	156.012299
1012	-47.965927	-0.218080	154.606567
1013	-48.512268	-0.662531	153.188568
1014	-49.127907	-1.105596	151.761826
1015	-49.838211	-1.606293	150.349533
1016	-50.613197	-2.078973	148.959351
1017	-51.457764	-2.584298	147.575760
1018	-52.359367	-3.047061	146.198029
1019	-53.305679	-3.502563	144.866714
1020	-54.262516	-3.832401	143.542664
1021	-55.255905	-4.170636	142.243134
1022	-56.288944	-4.433939	141.004974
1023	-57.276752	-4.667026	139.800522
1024	-58.268578	-4.847517	138.627563
1025	-59.239120	-4.963130	137.517838
1026	-60.213089	-5.100633	136.441666
1027	-61.149666	-5.168135	135.416229
1028	-62.039093	-5.198379	134.448135
1029	-62.934990	-5.245145	133.528046
1030	-63.736614	-5.264139	132.647537
1031	-64.498650	-5.212262	131.835785
1032	-65.201958	-5.169418	131.058777
1033	-65.846626	-5.065986	130.331467
1034	-66.376450	-4.981634	129.675659
1035	-66.835709	-4.840597	129.038437
1036	-67.217567	-4.650458	128.460602
1037	-67.559517	-4.490869	127.918762
1038	-67.832672	-4.265805	127.422989
1039	-68.091324	-4.150282	126.995239
1040	-68.225128	-3.924309	126.594963
1041	-68.357391	-3.773265	126.246254
1042	-68.439667	-3.610354	125.922684
1043	-68.481873	-3.497537	125.653419
1044	-68.494621	-3.311584	125.424828
1045	-68.483025	-3.229738	125.228294
1046	-68.431732	-3.069709	125.075188
1047	-68.345779	-3.029600	124.996346
1048	-68.228218	-2.884202	124.944923
1049	-68.063828	-2.846469	124.972359
1050	-67.820808	-2.690704	125.027779
1051	-67.511208	-2.566415	125.169052
1052	-67.207314	-2.434573	125.348656
1053	-66.903938	-2.346860	125.604652
1054	-66.586082	-2.244043	125.919456
1055	-66.261337	-2.193059	126.292328
1056	-65.990662	-2.157444	126.767517
1057	-65.660881	-2.163823	127.295067
1058	-65.374146	-2.226935	127.884529
1059	-65.004593	-2.249847	128.551987
1060	-64.618279	-2.250377	129.288986
1061	-64.200607	-2.217244	130.109207
1062	-63.698917	-2.179102	131.016144
1063	-63.153980	-2.063622	132.002106
1064	-62.634209	-1.920193	133.057983
1065	-62.127369	-1.783899	134.198761
1066	-61.647381	-1.681147	135.437134
1067	-61.150494	-1.581894	136.724380
1068	-60.687569	-1.513628	138.111954
1069	-60.244675	-1.479315	139.571976
1070	-59.815689	-1.367013	141.123642
1071	-59.347137	-1.232434	142.713150
1072	-58.889530	-1.149566	144.381851
1073	-58.434631	-1.042725	146.100296
1074	-57.919029	-0.778749	147.882507
1075	-57.414925	-0.591250	149.706375
1076	-56.910648	-0.241670	151.582260
1077	-56.395775	0.056524	153.483032
1078	-55.833500	0.483935	155.405685
1079	-55.397026	0.936441	157.391296
1080	-54.909012	1.357417	159.337753
1081	-54.477039	1.689746	161.340103
1082	-54.082737	1.891630	163.323685
1083	-53.714294	1.967654	165.337616
1084	-53.318920	1.912425	167.292801
1085	-52.968964	1.728218	169.251816
1086	-52.615582	1.451605	171.157913
1087	-52.214516	1.095918	173.069489
1088	-51.758446	0.799911	174.920273
1089	-51.280769	0.554480	176.744308
1090	-50.774517	0.311314	178.531967
1091	-50.279274	0.225040	-179.721848
1092	-49.730118	0.131925	-177.994446
1093	-49.201344	0.187665	-176.307114
1094	-48.659657	0.268200	-174.648117
1095	-48.098564	0.414439	-173.022614
1096	-47.523083	0.570582	-171.405396
1097	-46.954578	0.761696	-169.817795
1098	-46.310249	0.877406	-168.271805
1099	-45.684494	1.096157	-166.764572
1100	-45.050785	1.318026	-165.281418
1101	-44.415520	1.567287	-163.801071
1102	-43.757614	1.788717	-162.376511
1103	-43.123524	2.188939	-160.971542
1104	-42.555557	2.621811	-159.622925
1105	-42.020725	3.111444	-158.287842
1106	-41.457333	3.628589	-157.005936
1107	-40.951611	4.165644	-155.744415
1108	-40.457420	4.718252	-154.549393
1109	-40.003796	5.321465	-153.374496
1110	-39.495800	5.831900	-152.248123
1111	-39.062656	6.406214	-151.178406
1112	-38.558331	6.911520	-150.163208
1113	-38.059452	7.452250	-149.216721
1114	-37.576984	7.949261	-148.348160
1115	-37.126995	8.459090	-147.487549
1116	-36.670692	8.915671	-146.721848
1117	-36.177410	9.449220	-146.077866
1118	-35.717140	9.842499	-145.456619
1119	-35.247326	10.296425	-144.918198
1120	-34.676022	10.698508	-144.506714
1121	-34.239407	11.082190	-144.125763
1122	-33.706982	11.430170	-143.855896
1123	-33.295200	11.775723	-143.633392
1124	-32.752338	12.104521	-143.517105
1125	-32.300755	12.406585	-143.454269
1126	-31.932203	12.746527	-143.429733
1127	-31.476974	13.015837	-143.537827
1128	-31.056700	13.358124	-143.694839
1129	-30.795507	13.758336	-143.899963
1130	-30.507446	14.099141	-144.166336
1131	-30.228148	14.403337	-144.496277
1132	-30.062244	14.694466	-144.882706
1133	-29.826586	14.971334	-145.348541
1134	-29.578459	15.075418	-145.851669
1135	-29.332033	15.263007	-146.490479
1136	-29.170990	15.369154	-147.152771
1137	-29.017759	15.493870	-147.919754
1138	-28.984711	15.675230	-148.714844
1139	-28.951721	15.749110	-149.575729
1140	-29.024267	15.965943	-150.505447
1141	-29.117895	16.170856	-151.507278
1142	-29.295792	16.459391	-152.563522
1143	-29.479967	16.713322	-153.673569
1144	-29.745935	16.944017	-154.861710
1145	-30.045305	17.160900	-156.122330
1146	-30.290407	17.377583	-157.477371
1147	-30.630421	17.646238	-158.873825
1148	-30.945061	17.803728	-160.358475
1149	-31.289217	18.114656	-161.933548
1150	-31.590954	18.298138	-163.590118
1151	-31.969023	18.475449	-165.317612
1152	-32.204456	18.592455	-167.169266
1153	-32.599316	18.674067	-168.995514
1154	-32.945789	18.725506	-170.935165
1155	-33.400417	18.928062	-172.902390
1156	-33.773823	19.152832	-174.923843
1157	-34.200169	19.690491	-177.014252
1158	-34.629108	20.520382	-179.138519
1159	-34.992226	21.681293	178.607010
1160	-35.297691	22.933359	176.371063
1161	-35.375439	24.479479	173.972153
1162	-35.339626	26.175779	171.486176
1163	-35.087444	27.956413	168.850433
1164	-34.677063	29.789970	166.110855
1165	-33.897266	31.612305	163.113235
1166	-32.988216	33.427551	160.036041
1167	-31.651779	35.135975	156.659073
1168	-30.139303	36.672886	153.207855
1169	-28.394125	38.135292	149.562912
1170	-26.337399	39.437195	145.740067
1171	-24.004789	40.680668	141.673691
1172	-21.146427	41.648376	137.335510
1173	-18.186491	42.428223	132.902328
1174	-14.950243	43.044830	128.318024
1175	-11.451159	43.487129	123.606369
1176	-7.883268	43.598106	118.929710
1177	-4.163155	43.494118	114.218628
1178	-0.340987	43.142948	109.558601
1179	3.456531	42.554882	105.013794
1180	7.300895	41.758106	100.586166
1181	11.238390	40.678215	96.241005
1182	14.851994	39.377163	92.309563
1183	18.413765	37.848179	88.596970
1184	21.845577	36.128380	85.152847
1185	25.017712	34.261723	82.022774
1186	27.842873	32.230167	79.342331
1187	30.569826	30.136051	76.881523
1188	32.977001	27.942537	74.767792
1189	35.208153	25.679464	72.928497
1190	37.276295	23.384470	71.311951
1191	39.285507	21.064444	69.882736
1192	41.235004	18.720503	68.607994
1193	43.073521	16.402931	67.519424
1194	44.824608	14.060002	66.598686
1195	46.462353	11.755049	65.844528
1196	48.052040	9.467424	65.202690
1197	49.457901	7.270333	64.703323
1198	50.755695	5.102141	64.332397
1199	51.963238	3.035846	64.048851
1200	53.026855	1.058915	63.856743
1201	53.995960	-0.756022	63.748337
1202	54.891792	-2.649532	63.632290
1203	55.601536	-4.383623	63.579205
1204	56.298904	-6.053461	63.580189
1205	56.819588	-7.607257	63.554657
1206	57.460224	-9.017111	63.562943
1207	57.877365	-10.436509	63.513897
1208	58.328102	-11.791698	63.502155
1209	58.836849	-13.145063	63.465027
1210	59.319332	-14.432856	63.405289
1211	59.778027	-15.709453	63.314590
1212	60.268490	-16.953075	63.203060
1213	60.932823	-18.286823	63.102242
1214	61.514957	-19.493616	63.006378
1215	62.308136	-20.762323	62.941326
1216	63.081879	-22.050743	62.837692
1217	63.942997	-23.301718	62.811062
1218	64.693245	-24.565708	62.676807
1219	65.622536	-25.831182	62.613308
1220	66.363937	-26.981966	62.495331
1221	67.239685	-28.232634	62.386620
1222	67.984413	-29.385859	62.254936
1223	68.683357	-30.590424	62.081604
1224	69.390884	-31.654957	61.908527
1225	70.127319	-32.761108	61.749241
1226	70.732193	-33.850025	61.525730
1227	71.401527	-34.922119	61.323483
1228	71.955116	-35.942413	61.062138
1229	72.495880	-36.905670	60.776012
1230	72.891869	-37.848305	60.383717
1231	73.170204	-38.713818	59.917099
1232	73.361473	-39.575436	59.347363
1233	73.371468	-40.332615	58.669910
1234	73.194176	-40.968143	57.833611
1235	72.843391	-41.547981	56.886971
1236	72.318108	-42.054276	55.784107
1237	71.593834	-42.451015	54.528793
1238	70.763802	-42.706806	53.194801
1239	69.637619	-42.859707	51.635307
1240	68.503899	-42.906254	50.009483
1241	67.133667	-42.784481	48.279362
1242	65.664299	-42.518208	46.392647
1243	64.165642	-42.071110	44.503777
1244	62.599827	-41.500504	42.579609
1245	61.021019	-40.768227	40.623344
1246	59.426342	-39.835110	38.661259
1247	57.926903	-38.786068	36.782036
1248	56.403492	-37.564072	34.892174
1249	54.973053	-36.119411	33.057884
1250	53.589653	-34.543732	31.276051
1251	52.210495	-32.798088	29.584944
1252	50.983261	-30.855141	27.978523
1253	49.765179	-28.764751	26.470020
1254	48.633980	-26.534189	25.040241
1255	47.685268	-24.265060	23.748440
1256	46.833420	-21.891415	22.561035
1257	46.129677	-19.486473	21.446417
1258	45.519936	-17.040037	20.440258
1259	45.011467	-14.520272	19.518122
1260	44.619980	-12.051446	18.629742
1261	44.315125	-9.520114	17.894493
1262	44.093327	-7.072301	17.185772
1263	43.952324	-4.597921	16.553539
1264	43.877605	-2.184711	15.939558
1265	43.902149	0.216527	15.378888
1266	43.953930	2.593460	14.854671
1267	44.107803	4.818561	14.363688
1268	44.272041	7.126145	13.915017
1269	44.487614	9.336428	13.467601
1270	44.708122	11.606127	13.050087
1271	44.982540	13.869843	12.657286
1272	45.221714	16.174801	12.263438
1273	45.436169	18.528156	11.910461
1274	45.645092	20.922079	11.581060
1275	45.852345	23.387264	11.276421
1276	45.972809	25.842920	11.039022
1277	46.156910	28.256626	10.790831
1278	46.249763	30.734623	10.634146
1279	46.384529	33.194767	10.479205
1280	46.435318	35.743080	10.394781
1281	46.492496	38.205650	10.377277
1282	46.539474	40.732960	10.372259
1283	46.582073	43.174759	10.449696
1284	46.555477	45.567398	10.603090
1285	46.537689	47.860939	10.782408
1286	46.509068	50.107620	11.003182
1287	46.397923	52.194271	11.331851
1288	46.399349	54.302479	11.637274
1289	46.064720	56.325905	12.213089
1290	45.996433	58.308029	12.688701
1291	45.830181	60.134876	13.217709
1292	45.402607	61.864151	14.053288
1293	45.212955	63.433750	14.708782
1294	44.707756	64.949440	15.659822
1295	44.244041	66.347519	16.618361
1296	43.766281	67.663460	17.639473
1297	43.025303	68.885323	18.859270
1298	42.136650	70.117279	20.279259
1299	41.058300	71.202728	21.902279
1300	39.507027	72.289093	24.019197
1301	37.938076	73.264900	26.168941
1302	36.119133	74.162842	28.590309
1303	33.995331	74.867516	31.299936
1304	31.669546	75.494041	34.171978
1305	29.263948	75.934235	37.182346
1306	26.340189	76.321747	40.725269
1307	23.866354	76.488754	43.778976
1308	21.098257	76.651459	47.156040
1309	17.889797	76.747826	50.970631
1310	14.831867	76.635635	54.637779
1311	12.283728	76.502853	57.804996
1312	9.728201	76.166405	60.983849
1313	7.334532	75.801758	64.014572
1314	5.555523	75.311317	66.462685
1315	4.073670	74.727425	68.595215
1316	3.143118	74.007401	70.247566
1317	2.353599	73.238655	71.771889
1318	2.293642	72.397682	72.620399
1319	2.426154	71.439217	73.265060
1320	3.023453	70.448784	73.510811
1321	4.004117	69.338821	73.423927
1322	5.237277	68.168938	73.088631
1323	6.717405	66.938324	72.553368
1324	8.075425	65.585335	72.150764
1325	9.741095	64.193153	71.478325
1326	11.292691	62.654842	70.970161
1327	12.985717	61.099937	70.371300
1328	14.721049	59.396187	69.755943
1329	16.329945	57.620228	69.258835
1330	17.867846	55.819283	68.905807
1331	19.336264	53.917309	68.617851
1332	20.813871	52.020782	68.383720
1333	22.089722	50.120926	68.382095
1334	23.276648	48.126400	68.435982
1335	24.383938	46.185841	68.610054
1336	25.404703	44.251362	68.909767
1337	26.356186	42.265240	69.247490
1338	27.181335	40.291115	69.702728
1339	28.064743	38.385368	70.178604
1340	28.779320	36.491833	70.761124
1341	29.326513	34.617329	71.452271
1342	29.820934	32.776756	72.189667
1343	30.218449	30.963154	72.979568
1344	30.581814	29.195877	73.816307
1345	30.892666	27.439034	74.680832
1346	31.299603	25.759769	75.506668
1347	31.729412	24.058571	76.269417
1348	32.264999	22.390932	77.008636
1349	32.869160	20.795849	77.719048
1350	33.629829	19.181110	78.367355
1351	34.423183	17.659527	79.015312
1352	35.352669	16.154905	79.607109
1353	36.345840	14.718488	80.199799
1354	37.361347	13.310705	80.800896
1355	38.437622	12.010187	81.389465
1356	39.590179	10.770326	81.940506
1357	40.766216	9.599613	82.528275
1358	41.891968	8.471924	83.058113
1359	43.015430	7.424415	83.635063
1360	44.064819	6.508448	84.211823
1361	45.095089	5.696874	84.790955
1362	46.049404	4.877305	85.327942
1363	46.928291	4.251312	85.892059
1364	47.615742	3.599550	86.431923
1365	48.379692	3.065954	86.931831
1366	48.979507	2.587982	87.429253
1367	49.470123	2.123727	87.872566
1368	49.914169	1.794945	88.313034
1369	50.227642	1.460585	88.720734
1370	50.554604	1.183765	89.081696
